date,sin
12-Sep-05,44.27999878
13-Sep-05,44.08000183
14-Sep-05,44.13999939
15-Sep-05,45.36999893
16-Sep-05,45.27000046
17-Sep-05,46.70999908
18-Sep-05,47.04000092
19-Sep-05,46.34000015
20-Sep-05,46.84999847
21-Sep-05,47.27000046
22-Sep-05,47.15000153
23-Sep-05,47.24000168
24-Sep-05,47.59999847
25-Sep-05,47.20999908
26-Sep-05,48.70000076
27-Sep-05,48.77000046
28-Sep-05,48.63000107
29-Sep-05,48.93000031
30-Sep-05,48.04000092
01-Oct-05,48.40000153
02-Oct-05,48.20999908
03-Oct-05,49.09000015
04-Oct-05,49.22000122
05-Oct-05,49.11000061
06-Oct-05,49.97000122
07-Oct-05,50.00999832
08-Oct-05,49.65000153
09-Oct-05,49.27000046
10-Oct-05,48.18000031
11-Oct-05,48.34999847
12-Oct-05,48.20000076
13-Oct-05,49.04999924
14-Oct-05,49.25
15-Oct-05,49.68999863
16-Oct-05,50.00999832
17-Oct-05,49.40000153
18-Oct-05,49.13000107
19-Oct-05,49.75999832
20-Oct-05,50.54999924
21-Oct-05,49.02999878
22-Oct-05,48.77000046
23-Oct-05,48.54000092
24-Oct-05,47.36999893
25-Oct-05,47.41999817
26-Oct-05,48.36999893
27-Oct-05,48.79999924
28-Oct-05,48.54000092
29-Oct-05,48.02000046
30-Oct-05,48.77000046
31-Oct-05,47.41999817
01-Nov-05,47.04999924
02-Nov-05,46.81000137
03-Nov-05,47.56999969
04-Nov-05,45.65000153
05-Nov-05,45.65000153
06-Nov-05,45.16999817
07-Nov-05,45.81000137
08-Nov-05,44.70999908
09-Nov-05,44.63000107
10-Nov-05,44.90000153
11-Nov-05,45.97000122
12-Nov-05,44.75
13-Nov-05,45.27999878
14-Nov-05,44.56000137
15-Nov-05,44.22999954
16-Nov-05,44.24000168
17-Nov-05,45.34000015
18-Nov-05,45.63999939
19-Nov-05,44.59000015
20-Nov-05,44.77999878
21-Nov-05,44.77999878
22-Nov-05,45.36999893
23-Nov-05,44.68999863
24-Nov-05,45.27000046
25-Nov-05,44.41999817
26-Nov-05,45.34000015
27-Nov-05,45.56999969
28-Nov-05,45.45999908
29-Nov-05,44.88000107
30-Nov-05,44.43000031
01-Dec-05,45.93000031
02-Dec-05,46.63000107
03-Dec-05,46.27000046
04-Dec-05,47.31999969
05-Dec-05,47.75
06-Dec-05,47.79999924
07-Dec-05,47.70000076
08-Dec-05,48.25
09-Dec-05,48.15999985
10-Dec-05,47.59999847
11-Dec-05,47.00999832
12-Dec-05,47.09000015
13-Dec-05,46.86999893
14-Dec-05,47.49000168
15-Dec-05,46.49000168
16-Dec-05,46.43000031
17-Dec-05,46.72999954
18-Dec-05,47.11000061
19-Dec-05,46.11999893
20-Dec-05,45.54999924
21-Dec-05,45.11999893
22-Dec-05,43.65999985
23-Dec-05,43.45000076
24-Dec-05,43.36999893
25-Dec-05,42.45000076
26-Dec-05,42.79999924
27-Dec-05,43.59999847
28-Dec-05,43.43000031
29-Dec-05,42.08000183
30-Dec-05,42.40999985
31-Dec-05,40.20999908
01-Jan-06,41.56999969
02-Jan-06,42.90000153
03-Jan-06,40.88000107
04-Jan-06,40.56999969
05-Jan-06,40.84999847
06-Jan-06,41.5
07-Jan-06,41.08000183
08-Jan-06,37.81999969
09-Jan-06,38.90999985
10-Jan-06,38.5
11-Jan-06,36.75
12-Jan-06,36.18000031
13-Jan-06,34.86000061
14-Jan-06,32.65000153
15-Jan-06,32.38999939
16-Jan-06,31.52000046
17-Jan-06,31.31999969
18-Jan-06,35.13000107
19-Jan-06,33.61000061
20-Jan-06,30.60000038
21-Jan-06,32.25999832
22-Jan-06,32.29999924
23-Jan-06,33.20000076
24-Jan-06,31.47999954
25-Jan-06,30.61000061
26-Jan-06,30.48999977
27-Jan-06,29.51000023
28-Jan-06,28.69000053
29-Jan-06,31.86000061
30-Jan-06,31.78000069
31-Jan-06,32.84000015
01-Feb-06,32.88999939
02-Feb-06,32.81999969
03-Feb-06,33.75
04-Feb-06,31.98999977
05-Feb-06,30.55999947
06-Feb-06,31.19000053
07-Feb-06,30.77000046
08-Feb-06,30.10000038
09-Feb-06,28.70999908
10-Feb-06,30.45999908
11-Feb-06,28.97999954
12-Feb-06,28.37000084
13-Feb-06,28.34000015
14-Feb-06,26.86000061
15-Feb-06,25.55999947
16-Feb-06,26.67000008
17-Feb-06,28.29999924
18-Feb-06,28.17000008
19-Feb-06,29.35000038
20-Feb-06,29.12000084
21-Feb-06,26.93000031
22-Feb-06,27.82999992
23-Feb-06,28.62000084
24-Feb-06,27.80999947
25-Feb-06,28.94000053
26-Feb-06,30.07999992
27-Feb-06,30.01000023
28-Feb-06,29.90999985
01-Mar-06,29.09000015
02-Mar-06,29.68000031
03-Mar-06,29.15999985
04-Mar-06,30.55999947
05-Mar-06,30.19000053
06-Mar-06,29.65999985
07-Mar-06,29.86000061
08-Mar-06,29.20999908
09-Mar-06,29.05999947
10-Mar-06,29.13999939
11-Mar-06,29.12999916
12-Mar-06,28.88999939
13-Mar-06,29.48999977
14-Mar-06,29.73999977
15-Mar-06,31.03000069
16-Mar-06,31.02000046
17-Mar-06,31.32999992
18-Mar-06,30.44000053
19-Mar-06,30.76000023
20-Mar-06,30.06999969
21-Mar-06,29.52000046
22-Mar-06,29.53000069
23-Mar-06,28.62999916
24-Mar-06,29.10000038
25-Mar-06,29.42000008
26-Mar-06,27.95999908
27-Mar-06,29.14999962
28-Mar-06,28.76000023
29-Mar-06,28.89999962
30-Mar-06,29.11000061
31-Mar-06,29.31999969
01-Apr-06,30.35000038
02-Apr-06,29.57999992
03-Apr-06,29.05999947
04-Apr-06,29.40999985
05-Apr-06,29.87000084
06-Apr-06,29.90999985
07-Apr-06,30.56999969
08-Apr-06,31.37000084
09-Apr-06,31.5
10-Apr-06,30.34000015
11-Apr-06,30.20000076
12-Apr-06,30.56999969
13-Apr-06,30.43000031
14-Apr-06,29.21999931
15-Apr-06,29.23999977
16-Apr-06,28.79000092
17-Apr-06,28.87000084
18-Apr-06,27.86000061
19-Apr-06,28.78000069
20-Apr-06,28.59000015
21-Apr-06,27.79000092
22-Apr-06,27.53000069
23-Apr-06,26.63999939
24-Apr-06,26.62000084
25-Apr-06,27.32999992
26-Apr-06,26.51000023
27-Apr-06,26.29999924
28-Apr-06,25.73999977
29-Apr-06,27.32999992
30-Apr-06,27.75
01-May-06,28.67000008
02-May-06,28.73999977
03-May-06,28.26000023
04-May-06,29.32999992
05-May-06,29.70000076
06-May-06,29.68000031
07-May-06,29.18000031
08-May-06,30.89999962
09-May-06,30.32999992
10-May-06,30.46999931
11-May-06,31.40999985
12-May-06,30.81999969
13-May-06,30.05999947
14-May-06,30.31999969
15-May-06,30.77000046
16-May-06,31.76000023
17-May-06,32.34999847
18-May-06,32.27000046
19-May-06,31.42000008
20-May-06,31.95000076
21-May-06,32.93999863
22-May-06,32.88999939
23-May-06,32.49000168
24-May-06,32.40000153
25-May-06,33.24000168
26-May-06,33.31000137
27-May-06,32.24000168
28-May-06,32.68999863
29-May-06,32.79000092
30-May-06,33.11000061
31-May-06,33.68999863
01-Jun-06,33.72999954
02-Jun-06,33.47999954
03-Jun-06,33.93999863
04-Jun-06,34.27999878
05-Jun-06,34.36999893
06-Jun-06,35.04999924
07-Jun-06,35.02000046
08-Jun-06,35.02999878
09-Jun-06,34.20999908
10-Jun-06,34.22999954
11-Jun-06,34.34999847
12-Jun-06,33.93000031
13-Jun-06,33.02000046
14-Jun-06,33.38999939
15-Jun-06,33.36999893
16-Jun-06,34.24000168
17-Jun-06,34.40000153
18-Jun-06,34.27999878
19-Jun-06,33.65000153
20-Jun-06,33.54000092
21-Jun-06,34.79000092
22-Jun-06,34.54999924
23-Jun-06,34.95000076
24-Jun-06,35.38000107
25-Jun-06,36.38999939
26-Jun-06,36.43999863
27-Jun-06,36.33000183
28-Jun-06,36.74000168
29-Jun-06,36.77999878
30-Jun-06,36.66999817
01-Jul-06,36.95000076
02-Jul-06,36.81999969
03-Jul-06,36.81999969
04-Jul-06,36.65000153
05-Jul-06,35.90000153
06-Jul-06,35.54999924
07-Jul-06,35.88999939
08-Jul-06,35.81999969
09-Jul-06,36.15999985
10-Jul-06,35.08000183
11-Jul-06,35
12-Jul-06,35.59000015
13-Jul-06,36.29000092
14-Jul-06,36.36999893
15-Jul-06,36.45000076
16-Jul-06,36.38000107
17-Jul-06,36.40000153
18-Jul-06,35.59999847
19-Jul-06,35.40999985
20-Jul-06,34.52999878
21-Jul-06,34.70999908
22-Jul-06,34.77000046
23-Jul-06,34.91999817
24-Jul-06,35.59000015
25-Jul-06,35.72000122
26-Jul-06,36.91999817
27-Jul-06,37.36000061
28-Jul-06,37.56000137
29-Jul-06,37.91999817
30-Jul-06,38.18000031
31-Jul-06,38.5
01-Aug-06,39.34999847
02-Aug-06,39.04999924
03-Aug-06,39.34999847
04-Aug-06,39.08000183
05-Aug-06,39.34000015
06-Aug-06,39.56999969
07-Aug-06,39.45000076
08-Aug-06,40.04000092
09-Aug-06,40.04000092
10-Aug-06,39.72999954
11-Aug-06,39.38000107
12-Aug-06,39.88000107
13-Aug-06,39.59999847
14-Aug-06,39.25999832
15-Aug-06,39.86999893
16-Aug-06,40.09000015
17-Aug-06,39.63000107
18-Aug-06,38.47999954
19-Aug-06,39.02999878
20-Aug-06,39.29999924
21-Aug-06,39.75999832
22-Aug-06,40.29000092
23-Aug-06,40.25
24-Aug-06,40.36999893
25-Aug-06,40.29999924
26-Aug-06,40.40000153
27-Aug-06,40.43999863
28-Aug-06,40.02999878
29-Aug-06,39.27999878
30-Aug-06,39.25
31-Aug-06,39.50999832
01-Sep-06,40.36000061
02-Sep-06,40.74000168
03-Sep-06,41.09000015
04-Sep-06,41.47999954
05-Sep-06,41.52000046
06-Sep-06,41.68000031
07-Sep-06,41.81000137
08-Sep-06,42.41999817
09-Sep-06,42.40999985
10-Sep-06,42.43999863
11-Sep-06,42.56999969
12-Sep-06,42.65000153
13-Sep-06,42.45000076
14-Sep-06,42.06999969
15-Sep-06,41.70000076
16-Sep-06,42.40999985
17-Sep-06,42.22000122
18-Sep-06,42.25
19-Sep-06,41
20-Sep-06,40.88000107
21-Sep-06,41.20999908
22-Sep-06,41.93999863
23-Sep-06,42.06000137
24-Sep-06,42.24000168
25-Sep-06,42.47999954
26-Sep-06,42.56999969
27-Sep-06,42.58000183
28-Sep-06,43.15999985
29-Sep-06,43.06000137
30-Sep-06,42.77999878
01-Oct-06,43.20999908
02-Oct-06,43.22000122
03-Oct-06,43.13999939
04-Oct-06,43.31000137
05-Oct-06,43.13000107
06-Oct-06,42.99000168
07-Oct-06,42.34000015
08-Oct-06,41.38999939
09-Oct-06,42.09000015
10-Oct-06,40.95999908
11-Oct-06,41.13000107
12-Oct-06,41.25999832
13-Oct-06,41.33000183
14-Oct-06,42.34999847
15-Oct-06,42.59999847
16-Oct-06,43.50999832
17-Oct-06,43.61999893
18-Oct-06,43.90000153
19-Oct-06,43.65000153
20-Oct-06,44.00999832
21-Oct-06,44.45999908
22-Oct-06,44.59999847
23-Oct-06,44.34999847
24-Oct-06,43.65999985
25-Oct-06,43.43999863
26-Oct-06,44.13999939
27-Oct-06,43.99000168
28-Oct-06,44.18000031
29-Oct-06,43.50999832
30-Oct-06,43.56000137
31-Oct-06,44.00999832
01-Nov-06,44.06999969
02-Nov-06,43.88999939
03-Nov-06,44.11999893
04-Nov-06,43.90999985
05-Nov-06,43.63999939
06-Nov-06,44.08000183
07-Nov-06,44.29999924
08-Nov-06,44.13000107
09-Nov-06,44.54999924
10-Nov-06,44.29999924
11-Nov-06,44.36000061
12-Nov-06,43.81999969
13-Nov-06,44.45999908
14-Nov-06,44.95999908
15-Nov-06,45.22999954
16-Nov-06,45.56000137
17-Nov-06,45.97999954
18-Nov-06,46.22000122
19-Nov-06,46.02999878
20-Nov-06,46.16999817
21-Nov-06,45.75
22-Nov-06,46.41999817
23-Nov-06,46.41999817
24-Nov-06,46.13999939
25-Nov-06,46.16999817
26-Nov-06,46.54999924
27-Nov-06,46.36000061
28-Nov-06,45.77999878
29-Nov-06,46.34999847
30-Nov-06,46.38999939
01-Dec-06,45.84999847
02-Dec-06,46.59000015
03-Dec-06,45.91999817
04-Dec-06,45.49000168
05-Dec-06,44.15999985
06-Dec-06,44.31000137
07-Dec-06,44.34999847
08-Dec-06,44.70000076
09-Dec-06,43.54999924
10-Dec-06,42.79000092
11-Dec-06,43.25999832
12-Dec-06,43.65000153
13-Dec-06,43.88999939
14-Dec-06,42.61999893
15-Dec-06,42.97999954
16-Dec-06,42.66999817
17-Dec-06,43.11000061
18-Dec-06,43.02000046
19-Dec-06,43.66999817
20-Dec-06,43.75999832
21-Dec-06,44.31999969
22-Dec-06,44.56999969
23-Dec-06,44.84999847
24-Dec-06,44.83000183
25-Dec-06,44.74000168
26-Dec-06,44.15999985
27-Dec-06,44.61000061
28-Dec-06,44.59999847
29-Dec-06,44.75999832
30-Dec-06,45.40999985
31-Dec-06,45.54999924
01-Jan-07,45.59999847
02-Jan-07,45.75
03-Jan-07,46.43999863
04-Jan-07,46.52999878
05-Jan-07,46.79000092
06-Jan-07,47.16999817
07-Jan-07,47.34999847
08-Jan-07,47.36000061
09-Jan-07,47.24000168
10-Jan-07,47.54000092
11-Jan-07,47.66999817
12-Jan-07,47.83000183
13-Jan-07,47.49000168
14-Jan-07,47.91999817
15-Jan-07,48.25
16-Jan-07,48.02000046
17-Jan-07,47.95000076
18-Jan-07,48
19-Jan-07,48.22999954
20-Jan-07,48.38999939
21-Jan-07,48.15999985
22-Jan-07,48.15999985
23-Jan-07,48.61000061
24-Jan-07,48.75
25-Jan-07,48.63000107
26-Jan-07,48.74000168
27-Jan-07,49.02999878
28-Jan-07,49.06999969
29-Jan-07,49.31999969
30-Jan-07,49.90999985
31-Jan-07,50.13000107
01-Feb-07,49.52999878
02-Feb-07,49.5
03-Feb-07,49.75
04-Feb-07,50.02999878
05-Feb-07,50.31000137
06-Feb-07,50.52000046
07-Feb-07,50.40999985
08-Feb-07,49.34000015
09-Feb-07,49.36999893
10-Feb-07,50.22999954
11-Feb-07,49.24000168
12-Feb-07,49.93000031
13-Feb-07,48.43000031
14-Feb-07,48.18000031
15-Feb-07,46.56999969
16-Feb-07,45.40999985
17-Feb-07,47.77000046
18-Feb-07,47.72000122
19-Feb-07,48.61999893
20-Feb-07,47.84999847
21-Feb-07,46.93000031
22-Feb-07,47.08000183
23-Feb-07,46.43000031
24-Feb-07,46.06000137
25-Feb-07,44.34999847
26-Feb-07,44.84000015
27-Feb-07,44.65999985
28-Feb-07,44.70000076
01-Mar-07,44.20000076
02-Mar-07,45.86999893
03-Mar-07,45.59999847
04-Mar-07,45.18000031
05-Mar-07,46.25
06-Mar-07,46.68999863
07-Mar-07,45.09000015
08-Mar-07,44.27000046
09-Mar-07,44.18999863
10-Mar-07,43.81999969
11-Mar-07,45.06999969
12-Mar-07,45.5
13-Mar-07,45.49000168
14-Mar-07,46.70999908
15-Mar-07,46.90000153
16-Mar-07,47.04999924
17-Mar-07,47
18-Mar-07,46.59999847
19-Mar-07,46.24000168
20-Mar-07,46.04999924
21-Mar-07,45.34999847
22-Mar-07,45.27000046
23-Mar-07,45.11000061
24-Mar-07,43.36999893
25-Mar-07,42.70999908
26-Mar-07,42.59000015
27-Mar-07,42.47000122
28-Mar-07,42.59999847
29-Mar-07,43.95999908
30-Mar-07,44.20000076
31-Mar-07,44.61999893
01-Apr-07,44.75
02-Apr-07,45.33000183
03-Apr-07,45.56000137
04-Apr-07,45.59999847
05-Apr-07,44.34000015
06-Apr-07,44.72000122
07-Apr-07,45.25999832
08-Apr-07,44.63999939
09-Apr-07,45.77000046
10-Apr-07,46.06000137
11-Apr-07,46.43999863
12-Apr-07,46.41999817
13-Apr-07,46.04999924
14-Apr-07,45.70999908
15-Apr-07,45.81000137
16-Apr-07,46.66999817
17-Apr-07,46.47000122
18-Apr-07,46.93999863
19-Apr-07,46.83000183
20-Apr-07,46.75999832
21-Apr-07,47.08000183
22-Apr-07,46.66999817
23-Apr-07,45.40000153
24-Apr-07,45.04000092
25-Apr-07,44.72000122
26-Apr-07,44.79999924
27-Apr-07,45.36999893
28-Apr-07,45.54999924
29-Apr-07,44.86000061
30-Apr-07,44.91999817
01-May-07,44.47999954
02-May-07,43.65000153
03-May-07,44.06999969
04-May-07,43.54000092
05-May-07,44.06999969
06-May-07,43.61000061
07-May-07,43.45999908
08-May-07,44.75999832
09-May-07,45.25999832
10-May-07,46.00999832
11-May-07,45.70000076
12-May-07,46.25
13-May-07,46.43000031
14-May-07,46.59999847
15-May-07,47.25
16-May-07,47.45000076
17-May-07,47.75
18-May-07,47.93999863
19-May-07,47.99000168
20-May-07,48.83000183
21-May-07,48.81999969
22-May-07,48.68999863
23-May-07,48.66999817
24-May-07,49.65999985
25-May-07,49.38999939
26-May-07,49.36999893
27-May-07,49.29000092
28-May-07,49.06999969
29-May-07,49.00999832
